5000 5000
18957 9191 1511
7674 16993 377
1226 3934 560
3573 9948 1486
10554 18302 310
202 6152 1388
3689 479 579
17945 5703 341
5967 10172 1590
13346 17316 897
4229 3887 104
12118 6555 713
7662 882 791
3144 3080 1792
3615 13866 922
6897 19413 1031
18432 4353 1087
4829 16011 126
4798 18926 1070
9275 6689 1954
19458 9837 976
2653 8501 374
11213 7555 1748
13448 16063 1396
4868 9683 680
8903 1574 1720
19320 18852 314
1058 9450 1708
12194 12870 85
695 18699 955
9173 9340 859
8116 2074 570
4603 2109 859
13287 18122 1509
15930 6132 1262
2776 6259 623
11740 19718 71
3933 9291 1447
16810 4454 6
18689 2217 853
5046 2800 1400
10095 7493 687
18130 17304 104
16808 3268 459
9604 12437 1092
2189 19603 1522
12257 19462 1996
11784 8705 1279
14825 620 1399
9586 11994 265
890 10761 603
16142 19389 1144
18432 5143 697
6662 7309 67
8544 9932 1947
7428 5061 1926
15120 1321 519
5853 15468 587
18465 14133 1734
16940 13462 1061
18192 3982 1143
10458 5719 1111
4516 13118 290
14380 12623 1921
12665 14187 1212
15560 13339 1930
17695 15289 101
1529 15684 1801
3753 16778 9
8518 4918 1810
2251 7486 1688
12017 17093 1047
1879 6367 1264
9354 19913 1123
8660 12026 752
6884 5864 797
19200 7384 1685
8153 8567 1845
13816 6612 282
18274 6271 1544
17702 7453 725
1602 15038 263
12904 724 283
14658 5290 81
2553 4798 1968
4216 3149 398
7449 6223 1187
9203 11482 1467
12539 632 281
13195 10259 425
17967 12055 1049
10272 18295 1420
14648 13848 1118
9311 11592 1809
11300 2126 600
15598 4751 411
3582 15049 1507
17796 12660 1654
4622 12843 976
13802 18122 306
19321 12566 233
8899 13428 1914
16111 12750 1542
4984 17962 347
12179 1364 1717
1730 16634 1394
10402 6040 1348
10893 12766 631
2946 10000 1400
3453 15503 1232
13 1382 1080
18431 960 1732
12958 10677 919
11337 19550 35
7118 1607 128
3542 11471 1154
3873 13395 1888
9731 6958 1716
18214 9815 206
17278 10806 353
18277 1946 600
18018 12416 1143
10749 11517 1162
8795 15138 878
15709 10654 1179
6078 5391 1676
16554 19762 67
17383 14333 979
18872 16407 1461
14345 13329 1911
11557 8715 488
10811 1458 1349
5076 13640 1536
6778 18344 763
2629 19430 648
8136 1625 1165
19503 8690 788
11417 15419 1233
15140 2665 1695
19926 358 1286
1072 8815 692
16378 6532 1606
13970 19218 1452
12451 4285 400
7785 15474 1417
5579 3231 1340
15332 12156 140
12366 11416 1089
4874 9993 900
10899 2256 1942
6494 14293 755
4484 1916 901
2239 15298 1984
5035 10285 605
397 12089 1363
7687 8625 1003
8975 9516 513
14767 15736 1154
1358 2445 768
2369 5348 1705
1840 6884 784
13497 18740 1493
12891 12827 800
5228 13507 771
311 13534 1075
1465 8082 214
15433 18226 1911
9238 8085 812
514 5614 1553
9728 8369 1554
3522 3781 752
5677 18618 1907
10956 8264 292
19660 5942 1300
11703 627 1047
5879 9752 1875
14806 15568 1505
7666 14051 986
16291 15638 840
5899 17624 694
6846 4896 1888
16730 1886 309
6319 11849 2000
9480 7700 1088
4690 10508 1100
18338 8343 771
19189 168 1710
11430 11247 632
15876 17663 1744
12587 4369 874
3532 11355 1443
5957 17910 945
15382 10538 1766
17225 12798 480
1410 17132 651
13107 12201 439
15479 3229 1645
1136 7132 1732
12364 6089 82
8934 19666 1493
3471 11205 1618
13613 9968 1447
6137 3166 1336
10610 14578 1642
15156 8585 484
19560 7266 1874
7047 14261 733
13530 13253 1373
859 11392 1844
10368 7701 192
44 45 358
2181 7463 1024
8014 8756 1214
10310 5448 958
3643 13172 1986
12967 1554 1874
3225 4488 574
17054 18110 98
12050 126 1391
250 18246 884
3833 7524 298
6785 12362 216
16233 12319 678
8450 14442 330
10020 9366 1763
1649 4300 1201
2804 4972 479
17179 7221 1044
11437 3957 64
1974 8221 1721
16243 10107 459
1125 3379 1586
13297 8628 1078
5378 15016 1797
15750 10751 590
4735 10910 659
11125 14797 826
10899 11977 1819
15553 10676 57
9542 4093 197
8799 12634 1864
9881 11032 1512
8950 13583 385
15106 13033 1271
12095 17528 15
16244 13355 773
16098 10103 548
11318 15357 1118
9045 7607 790
1103 1208 707
14544 9194 940
754 19482 382
6427 18264 599
18746 14647 497
14036 3142 1780
11771 13684 1746
7491 2142 1380
8497 8480 1633
4469 3535 1191
12418 9341 205
8022 17333 1508
3828 13601 1147
18827 7152 1190
10790 16239 1180
4747 7707 1227
5334 3242 1921
15681 4240 690
3600 19931 581
2306 16720 1295
296 5762 291
11592 12160 1096
2460 13135 404
12484 15907 1435
12086 3526 1316
3810 19112 1783
2215 11647 1826
5389 52 1275
14324 17542 606
10784 8085 634
2696 17621 1214
3193 9223 767
1869 8846 243
3740 18855 1721
16257 14855 597
7142 14002 1341
16840 15064 1079
12870 16461 862
5240 10684 1817
12606 4735 1330
16018 13242 1576
1042 15164 1887
17215 14083 117
13276 1149 1984
733 7084 1705
3380 3611 375
16244 12893 86
12245 12264 1255
17514 13587 988
12545 10824 479
19435 4808 215
6501 3532 1810
10307 7729 708
18323 6830 876
9469 14478 327
1220 14054 657
11374 621 308
3930 16544 1220
9349 4527 119
12298 3288 907
11642 17834 2
928 12408 147
14107 8045 1783
15854 13770 1642
6783 2048 778
6335 11971 404
19544 19864 1396
12918 11838 611
5865 10098 321
3375 18228 1133
13155 13807 1141
8715 15862 1922
1921 8726 1099
10328 9242 1479
13325 16129 1145
3842 19646 1417
17233 6336 1896
2366 2371 102
11110 7109 1791
2113 17898 116
6554 8752 1643
9164 2534 1063
2267 11870 1864
1627 8567 1017
1714 7119 1893
3367 11516 999
12980 16648 1016
15288 18545 1503
9345 4178 1568
3848 1243 554
275 8835 897
13342 4168 1766
6054 1699 1645
10613 13188 341
3364 4264 843
5056 15475 306
11146 18745 656
15257 18597 1549
14994 4618 1264
1137 4514 1354
8530 89 67
13714 12029 1605
8791 14691 1863
2931 7284 1709
15154 11264 1670
19553 11168 558
10042 5765 587
10516 1238 109
7407 2292 1008
5493 14202 111
19642 6773 697
15358 19517 980
15211 1352 816
9398 16552 826
8689 9132 1027
1637 10154 760
4017 12401 75
2860 19709 705
16015 19431 1713
15908 1876 1708
4819 19878 35
13470 8691 531
6816 14363 166
14904 5374 851
18988 19968 1656
16654 7428 1237
15285 4725 1421
3503 13366 1918
19119 17002 386
12587 4618 828
14639 2882 1349
9325 16621 1194
17100 18913 1603
14231 2001 375
1258 11430 434
6368 7823 343
5842 5585 1764
4566 2387 1897
2846 18597 703
11940 11837 1804
10479 1806 868
6778 10511 1081
19522 10390 571
10333 6454 297
2004 13211 303
4450 6050 844
18121 5271 1257
12488 17354 1282
18586 8852 112
11206 5 1885
5958 10022 1286
2255 7257 733
19075 3005 1634
13406 14565 1616
9778 19195 1095
7046 1113 235
9939 13730 186
1222 14634 144
223 11894 1958
12280 19228 462
14355 11085 812
11638 13903 313
13464 16872 111
586 18470 1330
9039 699 1410
15925 7649 1294
15333 760 1049
3686 12270 564
2374 11523 369
11863 9570 1522
5084 17496 1110
16284 13550 265
4610 6726 881
6969 15325 1429
225 18427 1465
11420 16827 28
10932 15049 1791
5887 19020 1250
19727 11025 1807
11541 10082 1722
13822 11049 999
9442 6892 816
13581 1974 1644
16146 4127 1404
12062 11751 119
19876 4428 1750
19771 15804 753
1031 1022 1524
17509 17643 1501
5554 17519 1159
13964 2068 1703
6960 9336 1459
8388 14108 1791
18715 528 1499
19625 17308 1334
3670 1618 1195
14927 12238 52
3815 17075 121
7970 5391 843
18409 17791 904
1391 4157 61
8237 16783 879
3558 3831 185
13896 7239 1845
13607 10593 1115
151 5581 719
559 19823 850
7382 13452 1641
9256 14260 1488
2207 14673 1525
17557 4188 685
8625 14089 1552
1159 1881 622
18975 16134 722
1662 6127 885
3279 11446 1067
3970 19333 656
11947 11655 820
19912 13119 756
11395 7574 563
7130 16695 280
10770 5961 1723
1895 9747 700
7930 16392 1321
1698 19427 1845
1197 3094 1160
19238 3668 137
7871 3864 784
7103 11751 348
8138 18655 467
14816 7498 1223
161 15981 1392
5753 15292 535
18414 4116 1526
777 15418 229
13478 1028 1300
9956 9735 1233
4521 13619 830
1054 19580 1884
897 10064 1306
3817 12553 322
4273 378 1257
19679 8104 736
6671 3025 645
13777 12624 647
9065 17325 324
18365 14496 975
18567 17175 376
12441 8233 1664
2193 10331 87
15020 4330 1105
13999 16371 841
6697 18195 1828
8031 17860 1827
5384 17085 26
8930 1064 1134
15885 13890 1103
653 3367 1906
13228 9219 23
10973 16848 451
10636 10204 1288
11841 16567 1939
14074 14221 974
6677 14436 425
4884 13107 1787
3304 6022 157
4166 18701 150
15058 15507 516
7223 2819 1170
4780 1493 1057
3476 1204 1081
867 19941 1113
11716 9547 832
11843 2249 1422
17171 10077 1492
15074 13247 517
14809 5690 1607
5937 10190 1008
12258 2224 130
18063 6237 1968
12832 7445 1153
14100 19984 1738
17876 19989 1490
10081 4498 1744
5061 8290 1311
3458 2257 1439
8755 14504 1518
19644 6978 239
6285 19325 328
14754 8969 1595
17201 9965 1127
6434 1957 197
4873 4850 1905
887 16768 123
19717 13696 609
12450 14712 1661
2922 18450 1500
18410 1415 1873
15587 3524 1533
14174 8718 1360
5268 3220 811
17057 3705 478
9294 12299 1849
12211 5635 648
13538 18504 1866
11475 5637 1693
3903 17938 564
2844 514 873
7002 14359 1723
8559 18723 1991
7167 3483 137
5242 6714 1983
6103 3111 1898
12018 12918 1620
9311 15545 1226
1753 164 1536
322 15469 739
18287 883 99
18176 4013 1535
3860 11456 397
10630 14562 1135
17230 6284 1090
12540 18450 1322
462 9569 26
6396 18060 718
8229 18465 1408
2179 19739 1315
17551 16514 1988
3328 1404 41
10080 4 1511
2695 15821 608
9521 1230 298
18 11919 74
2330 7771 1932
10481 11651 615
136 449 1062
19652 12730 556
7278 19176 426
18025 8578 1444
10047 986 258
16175 12490 1288
18739 17042 792
18908 9897 1197
2991 14004 501
1203 10650 143
18735 19528 1503
3142 9753 749
17758 15267 595
17156 3444 604
581 4863 1481
1543 5907 1624
1975 18745 441
15254 7229 899
6458 10918 893
8687 10515 224
11978 5127 930
7579 1948 667
12509 209 347
18349 8612 59
14634 13713 1196
793 19984 53
13059 9022 1684
10599 9049 1428
1547 14520 1823
8541 9843 859
7830 12541 1140
14454 12822 204
15317 10916 309
18701 4302 1486
6871 14547 1277
2062 11915 1293
9857 18722 75
13214 1952 986
3142 17223 704
6475 3712 1181
4277 12474 1079
2174 3126 242
885 13747 1042
12607 11656 1653
13632 18829 1356
14736 11131 230
11173 4942 835
12001 3317 656
15949 17217 1511
3405 7369 1714
17096 13221 1805
18000 15823 1854
8375 17591 312
11724 12512 962
5395 12849 1011
11356 15089 1003
9646 15061 1743
15115 16862 1419
19644 4988 277
3362 13945 188
1140 18147 1122
1102 9962 929
483 9848 566
14612 9575 1684
6214 12620 1706
18887 4703 1987
1380 19350 1437
5784 15901 202
15289 2736 716
3187 14848 1952
2095 19947 393
4709 12679 82
6647 17524 755
7300 12216 1413
15133 9355 1365
6646 15584 38
10205 2577 40
16620 4956 1503
19660 13666 1456
19947 12791 1936
7513 17965 1049
19711 3941 437
6262 15504 1450
16072 5243 784
6352 16556 400
13632 9224 311
7540 6276 476
9337 14572 1948
19211 7035 1660
17946 6746 885
13526 13936 1346
9761 13748 120
9252 1870 1852
19059 3261 422
3255 6054 784
18832 3765 1197
273 12698 1484
5310 11083 154
18086 7807 1140
19533 767 392
9462 19531 432
6472 9740 1024
14200 5272 321
8083 17410 1732
16247 4512 813
8939 14309 774
27 3798 704
2111 752 944
3820 13381 631
13388 10108 412
16057 17992 1053
11476 5114 1906
2907 275 1515
15842 11838 431
3501 2801 344
8081 11589 2
11602 16726 1631
18551 15228 430
1594 14785 928
17950 3416 1866
19488 367 828
16905 11662 1169
3624 1964 1149
16346 14152 401
10375 246 1643
18787 15179 1084
3972 9968 798
12084 14485 1925
7431 9313 951
1194 6650 1384
4930 2511 789
4630 5996 740
17689 5513 1440
3066 10780 1212
9550 8237 1431
244 12509 596
1033 8825 850
510 5617 481
2897 13951 790
10839 14065 1512
15304 7340 976
12318 8323 207
1621 3435 29
19021 1657 1056
11393 3713 1055
11123 18110 366
19588 1515 217
53 15425 730
14649 11677 278
4733 6528 1919
18024 10614 1270
10668 18831 881
11597 18390 304
1071 18596 393
9820 18837 394
7989 6894 1014
17603 17039 442
3889 12510 31
3113 9900 1436
9938 5379 247
1398 6938 397
8550 8187 515
10393 18426 754
683 14993 385
8112 15283 553
14175 3512 1391
6984 13571 1971
11572 7465 870
7359 2471 107
4255 12258 716
11130 11679 1869
5732 11193 846
17474 7426 1752
3334 3661 718
13785 9401 1252
13680 3841 642
16881 14867 857
17961 8780 840
1590 3970 223
765 17197 9
15563 18044 479
12092 13398 409
16632 570 1525
12502 14032 266
8999 19509 659
16009 16426 124
6076 9277 318
11577 4196 585
11771 11467 573
5609 11030 1904
17811 3223 1053
11883 19104 1987
6039 7944 464
3349 3429 1980
10856 4881 435
2977 14073 149
16368 13821 230
6098 212 812
19510 17124 112
12052 2635 790
17497 4768 941
12745 4504 1950
10473 8359 921
11268 5628 1273
10260 16178 1803
2614 10645 1168
10369 10918 348
686 17480 1092
12239 19907 651
17740 12684 1414
19999 3448 1606
9862 19591 495
4178 10284 1618
8087 14362 1709
3644 881 72
9963 2404 624
17152 12036 1597
6915 4236 1822
3242 5577 1734
14764 7247 74
4263 3467 1291
4195 247 793
19091 13746 1774
16782 12041 1296
14997 16220 1699
1166 8088 1887
15940 8020 609
3906 12277 1702
590 775 916
8074 10904 1667
15743 16576 1197
14907 18340 1369
2782 15280 1404
15693 12584 662
7703 347 936
19251 316 1669
18717 4965 809
16722 12146 307
1540 3819 1659
11253 18604 1391
17003 7348 1443
4405 1880 1206
17101 19945 694
18498 19973 849
8250 13209 149
16184 12606 1266
17386 11988 637
3783 19265 718
13526 7485 394
19524 6455 1106
18315 18979 179
3812 8975 1155
3937 6510 878
16565 5996 1021
1419 11079 256
6442 7724 1818
13392 2921 514
4929 14220 737
12346 14960 603
10113 16899 688
19776 2988 996
16350 649 782
13850 8713 1774
2152 16967 850
16593 8615 768
1258 3648 1375
4278 3717 1463
15715 4397 770
13894 7109 1196
2824 13302 1886
16047 5132 494
15948 17271 143
19532 4048 874
15237 17217 643
18851 8593 168
3644 19216 471
7077 16479 1146
19222 16229 334
9058 15458 1502
19569 563 507
6103 2066 1794
4051 9256 449
569 15580 1675
9308 9034 1281
8648 7592 1902
1742 17611 1324
7932 2087 1690
15343 7062 792
9739 18641 1287
16457 2820 414
14709 277 1991
14375 18288 974
6875 17573 178
4201 13926 1247
10966 16224 505
14230 1914 1561
19234 8327 1692
11109 3102 918
4555 6256 1108
14873 2566 1086
7905 14373 1644
19874 17050 74
14231 687 1896
7339 852 923
14498 9115 1008
10878 8083 1502
5066 1598 1882
15662 6319 1312
1093 12743 644
4318 8570 467
5667 97 425
8089 6014 811
9752 11884 1549
338 8969 1852
8520 15902 436
7322 8748 1900
13134 16183 1105
12457 460 430
14947 7472 80
14150 1302 1257
1821 18462 457
1812 2580 703
5350 10191 1162
288 15264 560
2326 13423 559
16764 18268 976
10736 12021 401
14506 3397 1134
19815 18917 139
16772 5638 1785
18589 4040 769
15451 7379 1769
7243 10914 255
14881 3190 1330
45 2776 402
11190 998 1515
2590 9448 192
7778 7581 1494
12085 2666 1019
5930 11500 1461
6676 17763 1423
11567 1713 1533
13017 18260 386
15432 18766 879
19428 343 1623
15793 18557 1663
2089 12625 42
18448 11015 1634
11955 5233 1832
16391 459 378
3458 18371 241
7188 13251 1321
6174 11937 433
1009 4671 844
4682 2824 9
9345 9838 1898
2950 17765 929
15584 13899 1175
12146 13281 833
16601 18110 1491
7464 9589 13
6648 2001 670
900 17048 1789
3732 13613 486
14369 2559 1995
11828 791 1140
6257 9665 1344
14056 5961 509
5549 10019 754
4894 16850 686
6170 11418 1153
5227 11975 166
9920 18901 1938
15332 7452 1100
11516 10819 1196
18682 9538 1856
6355 16389 1036
4440 18240 1832
7100 10807 1024
3431 17863 1271
15218 11733 413
632 12719 376
9190 6621 1685
6314 3583 462
8368 9740 1018
2490 11667 32
9321 17557 1091
2797 257 816
16265 5561 690
17955 8772 1273
9779 9272 988
12632 11451 204
6808 9131 1366
7755 7886 136
2738 13021 39
3607 12378 1722
18472 8076 1430
6920 10576 796
2304 12306 725
261 4252 1515
1565 11403 708
2325 12271 331
4198 18848 1060
9225 9681 783
377 2476 347
4677 6370 1898
17063 8353 277
12753 5452 714
4197 6858 1982
5655 5814 44
7268 9902 1521
12015 4644 1978
11187 10930 360
9694 10989 383
3699 11354 641
10103 14876 1490
3918 16828 1648
17444 4481 1293
4844 14363 1144
18189 12320 848
16851 11319 757
13298 14401 1521
18459 3510 768
3110 18402 230
10574 10839 1327
3321 4624 131
6474 1189 250
2874 17098 1539
7943 7840 1866
19865 17683 329
3904 11295 535
7615 851 962
19338 1614 1516
17714 17303 424
12407 21 1497
4745 14350 409
9440 5330 319
14843 5524 779
19805 16124 751
1444 10873 867
19 2381 392
2476 12992 1315
12333 3284 16
12839 7528 90
12697 10808 307
12638 9600 1909
19895 7874 198
19745 8942 491
12106 3357 1871
8904 19478 1280
3846 17652 859
8766 1499 1323
3084 16749 866
3795 7817 198
8727 15652 1645
19429 15140 1157
5682 3791 87
15132 5022 993
1730 16433 1579
2831 1673 365
9825 8464 82
17801 17978 973
4049 3350 446
17191 7759 1400
13983 12258 801
15813 14407 1720
18165 13606 109
5310 1146 426
4293 12481 391
737 6155 1511
12452 10609 1950
516 13536 290
3149 12785 93
17187 4789 394
619 4872 457
2905 1142 1099
8705 699 1820
14934 4411 1143
19471 13815 561
18566 7377 583
2143 15825 1048
8010 11148 1189
17207 12554 222
14407 5564 1923
903 16085 387
12720 12589 1651
19317 17076 96
13662 19413 1848
9068 3444 1730
19053 3440 280
19680 4718 249
5049 19988 351
1084 17846 1398
938 2821 11
13253 18653 63
255 3595 79
900 9562 1900
8999 5410 964
16876 18046 1582
11239 12256 446
15269 8279 45
15519 14301 877
14480 7865 295
3550 3503 635
4358 13880 196
14803 18295 58
18374 6334 1335
15846 2595 1233
6966 14611 1706
3199 8290 883
3385 7230 1548
5297 19348 1929
7078 7099 1320
3308 11532 551
3496 10564 524
4883 12649 412
13490 13590 1308
13371 6294 343
7375 78 24
11976 15108 1967
13996 18884 1981
18118 13627 1972
1683 11503 177
2076 3605 722
17689 4406 739
8312 10951 875
16836 16188 1831
10657 18507 1410
15066 9186 1147
7729 7149 1790
2128 8939 232
15528 15733 962
9188 3788 1647
7491 14937 799
10358 626 1051
1542 12442 1831
288 9701 626
16519 17250 345
6611 4866 63
5884 18686 49
19798 13459 894
12467 6293 644
2617 16122 1908
15477 11153 1227
17363 6341 1288
3503 19697 83
16076 346 1109
19749 2761 1327
19857 10716 907
5273 6688 208
8402 12768 866
735 12360 1948
17488 10818 15
2295 7762 1969
14094 5863 868
7188 8820 872
1705 11790 593
5839 1325 1347
2044 13591 1452
10608 15245 1548
15516 3653 1711
19001 10445 34
15795 19547 1135
10407 1832 916
4304 7360 222
4655 18658 1963
3309 19372 405
5233 18534 1221
5194 931 655
9634 8901 97
9303 7228 688
3926 16265 305
18180 17355 1703
8220 5286 1357
13339 2468 450
14763 9476 276
11216 10308 706
5659 15104 324
7351 16030 431
942 5191 666
3682 5680 1216
7597 4063 1402
7141 13862 982
5680 17668 514
8876 13040 1550
4098 7655 1598
11147 2233 775
15357 4498 133
689 12663 1281
14540 15627 1402
19495 16589 594
15162 5132 1311
11906 7791 69
17290 19450 1635
5553 769 1552
4712 17552 1459
13604 6781 908
19869 15046 762
1923 10891 1887
13647 15185 1579
18727 18357 887
325 8513 63
19322 6378 376
16127 15290 948
9549 13173 1305
15485 14275 338
11770 13488 700
17136 6604 423
2424 2361 1113
12417 2809 756
16982 15619 912
7448 10940 1254
13403 14842 1911
8063 18963 161
11171 7085 261
9731 8256 699
1214 7015 409
1022 12839 583
10536 8081 1898
846 932 1741
15295 17102 1432
11867 7728 1238
6938 8991 734
16181 2452 1738
16215 1369 108
530 1969 1922
8165 17852 1173
4871 10507 469
19862 9035 878
264 15421 1569
4092 13799 1725
6375 5078 1701
13260 19672 1414
1459 10765 1629
3183 8602 1975
4451 215 758
1359 8706 1296
2371 9938 960
18029 3480 1133
17279 5261 626
18180 13672 453
19240 11962 1885
5657 13924 803
10911 9319 1646
11106 4124 1741
19233 16545 389
6186 15740 148
1302 5242 420
7306 16990 1299
19333 9131 126
11834 4217 950
2846 18122 109
16133 4150 1717
16963 4169 1314
15189 2630 1580
9163 16622 1169
9119 3991 778
1806 7108 1408
6550 9479 518
9222 17612 720
4328 1858 1720
18144 17040 1533
15091 8197 560
18409 4318 1133
5529 7018 17
12838 6382 1849
14235 11056 148
2181 8244 1888
19452 1028 1674
18624 1039 1833
6677 8923 16
9128 14001 1014
12874 15129 807
15977 13054 1373
19861 15938 197
16068 7664 1730
2894 7661 1712
7579 12335 1341
11761 13083 1475
9509 18411 331
12587 13602 437
1229 7345 1468
11761 12978 1931
11857 1125 832
9358 15787 1443
18000 5559 348
12180 18201 927
